انا مع شويه أصحاب .	CAI
بحسب كلام جورو ، مستر يامادا عنده عيلين .	CAI
عايز نحود لبرج لندن .	CAI
الرجاء ربط أحزمة الامان .	CAI
ديه مشغوله .	CAI
عندكم سي فود ؟	CAI
ده غالي جدا .	CAI
انا نفسي ، بس للأسف ما اقدرش اعمله في الوقت ده .	CAI
بص ، انا لسه مش عارف ، بس أكيد حأحاول .	CAI
لو سمحت أدخل أوضة القياس هناك .	CAI
تسعين دولار لتذكرة ذهاب بس . كاش ولا كارت ؟	CAI
ازاي الاب و الام اليابانيين بيربو عيالهم ؟ بيكون ناشفين معاهم ؟	CAI
ممكن تقولي ايه ساعات العمل ؟	CAI
حاسس ان معدتي تقيلة .	CAI
ممكن نبدأ نلعب لما يخلصو ؟	CAI
عدد سكان اليابان حوالي ميه و عشرين مليون .	CAI
املا البيانات ديه في بطاقة التسجيل .	CAI
ممكن استرد حاجتي ؟	CAI
عندك سكارفات حرير ؟ بأدور على هديه أقدمها لمراتي .	CAI
حنجيبه دلوقتي . ايه رقم أوضتك ؟	CAI
عايز اسافر من شانغهاي لو هاواي بالمركب .	CAI
ممكن تجهزهالي على بكرة الساعة خمسه العصر ؟	CAI
تاخد عشر دقايق مشي .	CAI
قبل ما اليوم ما يخلص ، ممكن تديني من وقتك كم دقيقة ؟	CAI
سكوتش و ميه ، من فضلك . و عندك أى اكلة خفيفة ؟	CAI
ازاي اقدر أطفي النور ده ؟	CAI
هو مشغول جدا النهاردة ؟	CAI
عايز خيط .	CAI
اديني شهاده طبية ، من فضلك .	CAI
عايز أخليه إينش أقصر هنا .	CAI
مش حاسس اني كويس . من فضلك اديني دوا .	CAI
ممكن جرنان ياباني ، من فضلك ؟	CAI
اوكي . ينفع أسيب العربية في أى مكان ؟ و تكلفه ده كام ؟	CAI
اى اوتوبيس يوديني نص البلد ؟	CAI
فيه اكسبريس لبوسطون ؟	CAI
من فضلك خليط صديق المراسله بتاعي .	CAI
انا متحمس جدا ، مش قادر اقعد ساكت .	CAI
ممكن أنزل عند فندق هيلتون ؟	CAI
عايزك انت تشيله .	CAI
احود شمال الشارع ده و خد اول يمين .	CAI
عايز أعرف لو ممكن مجموعة الاطباق ديه تتشحن لطوكيو .	CAI
عايز بودرة تلك .	CAI
فيه عندك اكل مش حراق او مشطشط ؟	CAI
هو قريب شويه نقدر نمشي له ؟	CAI
ممكن تناولني الملح ؟	CAI
عايز اروح لول ستريت . أزاي أوصل هناك ؟	CAI
تمارين كتيره جدا حتأذيك .	CAI
شامل الفطار ، الضريبة ، و رسوم الخدمة . حيكون خمسه و اربعين دولار للبني ادم الواحد في الليله .	CAI
تقدر تصلح ده ؟	CAI
مساء الخير . أزيك .	CAI
مش لاقي شنطك .	CAI
أمشي علطول ، من فضلك .	CAI
الميه هنا ينفع تنشرب ؟	CAI
اهاه ، ياللا . دولارين بس .	CAI
ممكن لو تكرمت تغيرلي الفستان ده بواحد مقاس أكبر ؟	CAI
حاضر ، يالا بينا . انا اقدر اساعدك في حل الواجب بتاعتك بعد ما ناكل بيتزا .	CAI
ايوه ، مستر . تاناكا . فيه رسالتين ليك .	CAI
مش على مقاسي .	CAI
بكره يوم تاني .	CAI
يمكن اقدر اساعدك . عايز فيتامين سي ؟	CAI
محفظتي اتنشلت في القطر .	CAI
ده بعيد قوي . الاحسن اخد تاكسي .	CAI
عايظ كرسي جنب الممر ، من فضلك .	CAI
انا عايش في شقة ايجارها الشهري تمانين الف ين .	CAI
ممكن اقطع كلامكم ؟	CAI
لو سمحت . ممكن نبدل الكراسي ؟	CAI
آه ، طبعا .	CAI
انزل عند الناصية وادخل شمال عند إشارة المرور .	CAI
عايز أحط حاجتي القيمة في خزنة الأوتيل .	CAI
آه ، بس إتأكد إن تذكرتك معاك .	CAI
ناس قليلين اللي هايكونوا في الجولة الاختياري .	CAI
ولا يهمك . عموما ، وصلني جوة الحي الصيني . أنا هحاول أكتشف مع نفسي .	CAI
الناس الجديدة بتتعين في ابريل .	CAI
أتمنى .	CAI
إتنين سكوتش ومية ، من فضلك .	CAI
مين بيلعب ؟	CAI
شمال ، لو سمحت .	CAI
السنة اللي قدام دي بتوجعني .	CAI
ايه أحدث لعبة كمبيوتر تناسب عمر خمستاشر سنة ؟	CAI
هانشوفك بكره .	CAI
لأ ، بس شكرا . أنا أحسن .	CAI
عندك عيش ؟	CAI
مستواك ايه في الكمانجة ؟	CAI
صاحبي اتزحلق وقع في الحمام .	CAI
ممكن طفاية سجاير ؟	CAI
المسيحية كانت ممنوعة والبلد كانت منغزلة عن بقيتة العالم .	CAI
عايز اد إيه ؟	CAI
كوكتيل الجمبري ليها وواحد ليا .	CAI
ممكن أخليك توقع هنا ؟ و لو سمحت أول حرف من اسمك هنا .	CAI
من دواعي سروري اني أزور مكاتب الإدارة و اشترك في نقاش مهم معاك . اشكرك جدا لتعاونك .	CAI
شخيرك مزعج .	CAI
انا مش عاجبني اللون برده . ممكن أرجعه ؟	CAI
ممكن آخد شوية فلفل اسود ؟	CAI
أنا أستاذ تاكاهاشي ف غرفة خمسة تسعة واربعين . ممكن تبعتلي اربع ازايز بيرة بادوايزر ، لوسمحت ؟	CAI
دول سبعين دولار .	CAI
من فضلك كلمني في الفندق لما تلاقي شنطي .	CAI
أنا عايز مكالمة تصحيني بكرة الصبح على تمانية ونص ، من فضلك .	CAI
آه ، بس ده كتير وانا أساسا شبعان .	CAI
أنا عايز غسول للبؤ .	CAI
انا مش حاسس إني كويس .	CAI
هل انت بتدي خصومات كبيرة ؟	CAI
طوكيو زيرو تلاتة أربع تسعات أربعة خمسة ستة سبعة .	CAI
ممكن تساعدني ألاقي حديقة الحيوان ؟	CAI
هتقولي أظبطه إزاي ؟	CAI
لفة الباص تخلص ع الساعة كام ؟	CAI
هو انت تعرف إزاي نستخدم التليفون ؟	CAI
أكيد . عندنا فواصل للكتب من نوع أمريكي أصلي جميلة أوي .	CAI
مشغل مكالمات بيتكلم يباني ، من فضلك .	CAI
احنا بنحب مجال الفاشون .	CAI
ممكن تسحب معايا ؟	CAI
دي عيادة إف ؟	CAI
أهلا ، أستاذ ياماجوتشي ؟ الطرف التاني ع الخط . اتصال حضرتك اتقبل . اتفضلي ، لو سمحتي .	CAI
هانوصل لوس انجلوس الساعة كام ؟	CAI
أمشي على طول حوالي خمسة دقايق ، وادخل شمال .	CAI
هو ده الطريق اللي بيودي للبحر .	CAI
شاي الأعشاب ده بيساعد الجسم يستعيد حيويته .	CAI
الحاجات دي مش مصنوعة في اليابان ، مش كدة ؟	CAI
تمام . من هنا لو سمحت . هاوريك أوضتك فين .	CAI
لازم أسيب الأوتيل قبل الضهر .	CAI
اتنين هامبورجر واتنين قهوة ، لو سمحت . عايزهم تيك اواي .	CAI
ممكن آخد الشنتطتين دول معايا ؟	CAI
أنا طلبت لحمة ، مش سمك . ممكن تغيرلي ده ؟	CAI
ابني محطم تماما .	CAI
عايز أرجع .	CAI
الجاكيت ده مش مقاسي .	CAI
عايز أقابل استاذ ويليام .	CAI
فيه مجموعة من سبع فيتامينات ومعادن .	CAI
ممكن أسترجع فلوسي لما أرجع اليابان ؟	CAI
الطبق ده معمول من ايه ؟	CAI
ده صنع فين ؟	CAI
تقدر تخلصه في عشر دقايق ؟	CAI
أجيب عملة المترو منين ؟	CAI
عشرين نموذج إضافيين هايتبعتولك بالبريد .	CAI
ماعتقدش إن ده ليا عشان أنا بشرتي جافة .	CAI
مكن آخد جدول مواعيد ، لو سمحت ؟	CAI
تسعة وتسعين دولار الساعة للطفل .	CAI
أنا آسف . بعناه .	CAI
لازم يكون هادي .	CAI
مفتاح الأوضة ، خمسة زيرو تلاتة ، لو سمحت .	CAI
محل الحلاق فين ؟	CAI
الساعة سبعة ، لو سمحت .	CAI
شنطتي باظت خالص .	CAI
سياحة .	CAI
أنا جاي من اسبانيا .	CAI
ابعت ده بالبريد الجوي لليابان ، لو سمحت .	CAI
الناس لطاف جدا .	CAI
بوابة الطلوع للطيارة للرحلة دي منين ؟	CAI
احنا على ارتفاع اتناشر ألف قدم .	CAI
أولا ، عايزين نشوف وال ستريت .	CAI
موقف الباص اللي بيروح أوكسفورد منين ؟	CAI
هاستنى لحد ما التراس يبقى متاح .	CAI
ممكن نشوف محافظ جلد ؟	CAI
ممكن تكتب العنوان اللي نوصلك فيه هنا ؟	CAI
من فضلك قوللي فين أقرب صيدلية .	CAI
للفندق بتاعي ، لوسمحت . عنوان الفندق هنا .	CAI
اقفل المكالمة واستني شوية لو سمحت .	CAI
بتعمل ايه عادة في البيت بعد العشا ؟	CAI
أكيد . تحب تلعب جولف امتى ؟	CAI
هاتكون في البيت على تلاتة .	CAI
عايز أكلم السفارة اليابانية .	CAI
أكتر شوية .	CAI
أتوبيسات الرحلات السياحية هاتتحرك منين ؟	CAI
دفعت كام عشان يبعتوهم اليابان ؟	CAI
ين ياباني تمام ؟	CAI
عندك موستان ؟	CAI
احنا هاننط من هنا ؟	CAI
مستر كاواي ، في تربيزة لحضرتك دلوقتي . تعالى من هنا ، لو سمحت .	CAI
أكيد . إنزل السلالم هناك وهتشوف إتجاهات . إمشي زي مابتقول .	CAI
ممكن تنزلني عندي فندق الهيلتون ، لو سمحت ؟	CAI
تربيزة في مكان مفيهوش تدخين ، من فضلك .	CAI
ممكن تقولي قبل مانوصل دورهام ؟	CAI
ده مش صح . إنت على طول بتعزمني .	CAI
اتهجاه ، من فضلك .	CAI
أنا باسكر من النبيت .	CAI
خلي بالك عشان الجو مش مستقر خالص على الجبال .	CAI
شيك سياحي وين ياباني ، اوكي ؟	CAI
سوري ، أنا راجعت مع خدمة الغرف وقسم المفقودات . مش عندهم .	CAI
ده مكان صعب الوصول له . ده ف شاره صفير متفرع من شارع رئيسي .	CAI
معرفش حاجة عنه .	CAI
احنا ممكن نتكلم في الموضوع ده في كوفي شوب .	CAI
فهمت ، في الحالة دي أنا مش لازم أدفع مصاريف تغيير ، صح ؟	CAI
موظف التليفون ، لو سمحت .	CAI
ممكن تنزل لي الكرسي ، لو سمحت ؟	CAI
أوكي . هاخد اتنين بس . شكرا .	CAI
اتفضل فاتورتك . تلتمية سبعة وتسعين دولار .	CAI
انت محظوظ .	CAI
من فضلك ، جهز تربيزة تكون بتشوف منظر حلو بليل .	CAI
ده متصنع آلي ولا يدوي ؟	CAI
عايز أأجرعربية زي كده لمدة اربعة وعشرين ساعة .	CAI
مبسوط إني اتعرفت عليك .	CAI
مقطوع .	CAI
تمام ، تخيل بس شغله هياخد أد إيه لو سأل سؤال زيادة لكل واحد . يلا نمشي بسرعة وناخد شنطنا . لازم نروح بعد كده للتصريح الجمركي .	CAI
الوزن ايه ؟	CAI
في مطعم صيني قريب من هنا ؟	CAI
رصيف خمسة هناك .	CAI
بداية الماتش امتى ؟	CAI
أعتقد في أخطاء في الفاتورة .	CAI
إديني اللي هناك دي .	CAI
دي بوابة سبعة .	CAI
انت اسكتلندي ؟	CAI
تلاتة - اتنين - واحد - اتنين . ثانية واحدة ، تمام ؟ أنا عايز أبعتلك حاجة هنا . لو سمحت .	CAI
الميني جيب مع البوت مش هايقدم ابدا .	CAI
ممكن أكلم المدير ؟	CAI
ليه أجرتك مختلفة عن العداد ؟	CAI
ممكن أشوف ده ؟	CAI
أنا عاهدت نفسي لما شفتك إني لازم أعرفك .	CAI
إيه اللي بيحصل مؤخرا ؟	CAI
أنا مش حاسس إني كويس . ممكن تقترحلي دكتور ؟	CAI
الطرف التاني عالخط . تفضل .	CAI
في شو ؟	CAI
خد الدوا ده بعد كل وجبة وقت اللزوم .	CAI
إنت حط الفلوس في ظرف مميز ومتزين إسمه شوجيبوكورو .	CAI
في حد متعور .	CAI
عندك خريطة المترو ؟	CAI
عندي أوضة جاهزة ليك في جراند أوتيل . تقدر تروح هناك ؟	CAI
عندي وجع في عيني اليمين .	CAI
أنا مش كويس أوي في الألماني .	CAI
هانتقابل تاني اكيد .	CAI
ممكن تضيق البنطلون ده ؟	CAI
ممكن أستلف مضارب و كور ؟	CAI
ممكن آخد نص إزازة ؟	CAI
هاي . أنا جان .	CAI
ناكاي .	CAI
عندك مانع آخد صورة ليك والتاكسي بتاعك ؟	CAI
أنا اتكلمت عشان نطة ضايعة من تلاتة ايام .	CAI
في شغل . أنا عندي ارتباط شغل هناك .	CAI
لايق مع بدلتك .	CAI
ممكن لو سمحت تاخد بالك من شنطتي ؟	CAI
عاجباك الفكرة دي ؟ قبلنا شرطتك بمدة الست شهور بشرط إنك تدينا حق البيع لمدة ست شهور بعد نهاية العقد .	CAI
من فضلك . تعرف نيويورك كويس ؟	CAI
عايز أشوف جراح .	CAI
عايز أركب عربية سبور .	CAI
كود المنطقة زيرو تلاتة . الرقم تلاتة واحد اتنين تلاتة أربعة خمسة ستة سبعة .	CAI
جاله دور برد .	CAI
أنا عايز ابعت ده على صندوق بريد .	CAI
خليني أحول المكالمة دي للشخص المسئول .	CAI
عايز مقاس إيه ؟	CAI
ياه ، حبيبي . أنا مأخدتش بالي إني لسه معايا دول .	CAI
عندك مجموعات علب عشان أبعت طرود ؟	CAI
هي شركة الطيران هاتدفع تكاليف الفندق والأكل بتاعتي ؟	CAI
هي دي كل شنطك ؟	CAI
تحب تعمل المكالمة إزاي ؟	CAI
طيب ، ده غالي . ده مش مصنوع في اليابان ، مش كده ؟	CAI
ممكن تديني الملح ؟	CAI
فين أقرب مطعم من الفندق ؟	CAI
عايز شامبو للشعر العادي .	CAI
تفتكر هيتلاقى إمتى ؟	CAI
أتمنالك سنة سعيدة جدا .	CAI
هاخد سبرايت كبير .	CAI
لو سمحت . عايز أعمل أوردر .	CAI
عايز أوضة بمنظر جميل .	CAI
تلات كوبايات عصير شمام ، من فضلك .	CAI
أنا عندي تلاتة أطفال .	CAI
امشي على طول القاعة دي وادخل من عند الكورنر . هتلاقيه على يمينك .	CAI
التذكرة لأوكسفورد رايح جاي بكام ؟	CAI
أنا باروح نادي رياضي يوم أه ويوم لأ .	CAI
ممكن أقعد فين وقت الرحلة ؟	CAI
معاد ال تشك - آوت إمتى ؟	CAI
تكاليف المرشد لليوم الواحد أد إيه ؟	CAI
ألاقي سيديهات فين ؟	CAI
لو سمحت . أنا طالب جامعي من اليابان . إنتم طلبة من جامعة نيويورك ؟	CAI
ممكن تقولنا إزاي قيمت البرنامج ده ؟	CAI
أكي ، تعرف محل تسجيلات كويس قريب من هنا ؟	CAI
فلوس ولا شحن ؟	CAI
أنا باشتغل ف شركة تجارية .	CAI
مش من الذوق إنك تسأل الناس بيكسبوا كام .	CAI
هي دي ليفايز أصلي خمسمية وواحد ؟	CAI
ممكن آخد حمام امتى ؟	CAI
شكلك مش أكتر من واحد وعشرين سنة .	CAI
فهمت . الحقيقة ، هو في جواه فيلم سرعة عالية . عندك مانع لو طلعته ؟	CAI
لسه مشتريه دلوقتي .	CAI
هاجيب واحد حالا .	CAI
تمانية دولار . وواحد جاي حالا .	CAI
من فضلك وريه .	CAI
في أي هايبر ماركت عامل تخفيضات دلوقتي ؟	CAI
موظف التيلفون ، إديني المطافي .	CAI
أنا معايا بطارية فاضية .	CAI
اقف عند التقاطع الجاي .	CAI
أوه ، أهو . ولازم كل حد يملا استمارة التصريح الجمركي دي ؟	CAI
ممكن آخد اسمك لو سمحت ؟	CAI
عندك مانع لو عملت مكالمة تكلفتها على المتلقي ؟	CAI
أهلا ، إزيك ؟	CAI
فين قسم السفر ؟	CAI
إسم الشخص اللي إنت عايز تكلمه ايه ؟	CAI
بص على ده . بص على ده . هاتقولي إن الفرق بين الشاب ده والتاني هو الحظ ؟ محمد ، هاتقف على جنب ، مش كده ؟ عندك مانع لو نزلتك هنا . أنا متأخر . صاحبي ، مبسوط إننا إتقابلنا ، أوكي ؟	CAI
في أي رسايل ليا ؟	CAI
عايزين أوضة في الضهر .	CAI
شكلك جميل .	CAI
بعيد حوالي تسعة وتسعين ميل .	CAI
فينس وليندا عايزين يبقوا لوحدهم ، فللأسف أفضل هنا الليلة دي .	CAI
لو سمحت خلي الشنط دي مربوطة .	CAI
إسمي ساتو .	CAI
أنا عارف نادي جاز ف وسط البلد .	CAI
هاخد المنيو الثابتة دي .	CAI
وبعدين هناخده .	CAI
ده بيطلع الدور السادس ؟	CAI
لو سمحت حطه في كيس غسيل وسيبه هناك .	CAI
عايز الفيلم ده يتحمض . هايكون جاهز إمتى ؟	CAI
شباك يبقى كويس .	CAI
خلي قصتي نازلة ، لو سمحت .	CAI
شامل مصاريف المواصلات ؟	CAI
دار أوبرا متروبوليتان .	CAI
فين مكتب اجر - عربية ؟	CAI
مش ذوقي .	CAI
عندك إيه خضار ؟	CAI
الدكتور هاييجي إمتى ؟	CAI
ده اللون الغلط .	CAI
السنة إتكسرت .	CAI
ده كرسي على الممر ولا جنب الشباك ؟	CAI
أنا ف جولة مشي طويلة .	CAI
وريني واحد لشابة صغيرة .	CAI
ممكن تقف على جنب هنا ؟	CAI
أنا عطشان .	CAI
منغير لبن ، لو سمحت .	CAI
البحيرة فين ؟	CAI
ممكن مجلة أو حاجة ؟	CAI
في جنوب .	CAI
أماكن البلكون بكام ؟	CAI
في أي صناديق بريد قريبة من هنا ؟	CAI
تمام . هاوديك هناك .	CAI
الجزء المكتوب بخط مايل بيشير للتغييرات اللي حصلت في التسعينات .	CAI
عنده تلاتين سنة .	CAI
عايز أروح هارودز . ممكن ترسميلي خريطة ، من فضلك ؟	CAI
بتعمل إيه ف وقت فراغك ؟	CAI
عندك بطاريات للكاميرا دي ؟	CAI
عايز كابل للتصوير عن بعد .	CAI
إنت آخر واحد في الصف ؟	CAI
أعتقد إنه مستوعب أكتر من طاقته .	CAI
ضربة كويسة . بس بره .	CAI
ممكن تقولي إيه الأماكن المهمة هنا ؟	CAI
في أي هايبر ماركت قريب من هنا ؟	CAI
عايز آجي من اسن دييجو .	CAI
بافكر آخد الكورس ده الترم الجاي .	CAI
النبيت ده مش ساقع كفاية . ممكن تسقعه ؟	CAI
عايز تعمل إيه دلوقتي ؟	CAI
عايز استرجع . ممكن آخد فلوسي ؟	CAI
أنا غالبا مش هاعرف ألاقي مشروب زي ده ف أي حتة تانية .	CAI
لو اشتريت ده كمان ، هاتكمل قيمة الإعفا من الجمارك .	CAI
ممكن أشوف شهادة التطعيم بتاعتك ، لو سمحت ؟	CAI
بتسافر كتير ؟	CAI
أنا جاي من أمريكا .	CAI
معايا تذكرة طيران لسان فرانسيسكو .	CAI
مادام خمستاشر دقيقة بس من المحطة ، خلاص هامشي .	CAI
عايز فندق أرخص شوية .	CAI
عندي صداع .	CAI
عايز شهادة طبية وفاتورة للتأمين بتاعي .	CAI
أنا مش عايز أصرف أكتر من عشرين دولار .	CAI
ليه الرحلة مابتطلعش . قوللي إيه اللي بيحصل .	CAI
عايز أأجر كرسي بحر .	CAI
ثانية واحدة ، من فضلك .	CAI
ماتلمسنيش .	CAI
عندك سجاير ؟	CAI
لو مفيش هوا جامد ، ممكن تيكي بوينت .	CAI
يجنن .	CAI
نا هاقفل دلوقتي . شكرا لاهتمامك .	CAI
مين ده ؟	CAI
لو سمحت . ممكن تقولي فين موقف التاكسي ؟	CAI
و تشرب إيه ؟	CAI
أهو .	CAI
فين أقرب محل أدوات ؟	CAI
همم . مش ناافع ، مش كده ؟ ممكن تتحرك لكرسي فاضي ، لو حبيت .	CAI
بادور على ده .	CAI
تمام يافندم . تحب تاخد إيه حلو ؟	CAI
عربية عادية ولا نوم مميزة ؟	CAI
شيكات سياحية . شكرا . اتفضل تذكرتك والبوردينج باس بتاعك . تكون هناك ، لو سمحت ، ساعة قبل معاد الرحلة .	CAI
الإسم جورو موتوياما . والرقم زيرو تلاتة تلاتة اتنين ستة واحد اتنين اربعة تسعة خمسة .	CAI
أنا حاسس إني تعبان أوي .	CAI
ايه مواعيد عرض " كوسيز لوف " ؟	CAI
تمام . هاتخد قهوتك دلوفتي ولا بعدين ؟	CAI
قوللي إيه أجمد نادي ريجي في نيويورك .	CAI
هل ده عادي إن مفيش حد بيسمع لتنبيهات الأمان ؟	CAI
الشارع الخلفي خطر ؟	CAI
آه ، خد الخطوات اللازمة من فضلك .	CAI
آه ، واحد بس . هاعرف إمتى ؟ التعويض هايكون إزاي ؟	CAI
نفضل تربيزة جنب الشباك .	CAI
لو سمحت قوللي إيه أرخص طريقة أروح بيها سان فرانسيسكو .	CAI
تعرف المطعم ، يا كايويا ؟	CAI
إتجاه واحد .	CAI
أنا هاتخن قاعد هنا باكل باستمرار وبس .	CAI
في نايت كلوب فيه فلامنكو شو ؟	CAI
الفستان اللي إنت لابساه حلو أوي .	CAI
رجلي بتوجعني .	CAI
فين أقرب مغسلة هدوم عامة هنا ؟	CAI
ممكن تبدل الكراسي معايا ، لو سمحت ؟	CAI
أماكنا مش جنب بعض .	CAI
في الحقيقة ، أنا عايز أأمن على الطرد كمان .	CAI
الفاتورة جت بمية دولار .	CAI
تمام ، حجزك إتأكد .	CAI
الكعب عالي أوي .	CAI
عايزين تربيزة في التراس .	CAI
يعني إن الفيلم ممكن مايكونش مناسب للأطفال تحت خمستاشر . فالأهالي يبقوا بيقرروا إذا كانوا هيسمحوا للأطفال تشوف الفيلم .	CAI
تحب الفلوس إزاي ؟ لو سمحت إملا الورقة دي وإمضي .	CAI
ساعات بطني بتوجعني .	CAI
عندك أطباق سعراتها الحرارية قليلة ؟ أنا عامل دايت ، الفترة دي .	CAI
آه ، معايا تذكرتين ل جيانتس آند دودجيرز .	CAI
إحنا واحد من أهم الموزعين للكمبيوتر الدقيق .	CAI
شكرا . وأنا كمان . سلام لحد مانتقابل تاني .	CAI
أوضة بسريرين وحمام ، لو سمحت .	CAI
أنا وقعت من ع السلالم .	CAI
تقترح آيس كريم إيه ؟	CAI
شريحتين و سبرايت .	CAI
آه ، أنا . كانوا عايشين قريب مني في كاليفورنيا بس راحوا فلوريدا من سنتين . وإنت ؟ إنت مسافر لوحدك ؟	CAI
أنا تعبان .	CAI
إبني شكله تعبان بسبب السخونة .	CAI
المقاس ده ، لو سمحت .	CAI
فنانين وعلماء مشهورين أخدوا أوسمة شرف ثقافية في اليوم ده .	CAI
أنا ياباني .	CAI
ده غالي أوي .	CAI
آه . خد الباص اللي رايح كيوتو - إكي .	CAI
ده للأعضاء بس ؟	CAI
مكن أطلع الطيارة بده ؟	CAI
أوكي . كل اللي عايز أعرفه إذا كان الشغل هايغطي مصاريفه .	CAI
كويس . عايزة إيشارب يليق مع ده ؟	CAI
إشحن البطارية ، لو سمحت .	CAI
أنا جاهز أطلب .	CAI
إكتب إسم شركة الطيران ورقم الرحلة ، برضه .	CAI
بجد . النهاردة الحد ، والحد أسوأ يوم .	CAI
أه ، مشكلة رمي الزبالة .	CAI
عايز نفس الشكل ده بس لوضع خمس اماكن .	CAI
أسر كتير عندها مصدرين للدخل .	CAI
ياه . الفضة دي نادرة " القمر والجرس " . إنت متأكد إنك عايز تبدلها ؟	CAI
مامتي وأختي جايين من اليابان عشان يوفوني . هايوصلوا هنا على الساعة سبعة بليل .	CAI
البنى منتشر أوى السنة دى .	CAI
اوكى . كرسيين ، لو سمحت .	CAI
فين السوق ؟	CAI
انا نفسى اجرب لبس السباق الجديد بتاعي .	CAI
افتكر انتو لسه اكلين دوناتس يا جماعة .	CAI
بكام تذكرة درجة أولى لأدنبره ، لو سمحت ؟	CAI
تقريبا الفلوس اللي إدتهالي ناقصة عشرة دولار .	CAI
أنا لسه مكلم أ . سميث فى أوضة اتنين زيرو واحد ، بس محدش رد . ممكن تشوف إذا كان لسه هنا ؟	CAI
عايزة حاجة مودرن .	CAI
انا بشتغل فى شركة نشر .	CAI
ممكن تملا ده ؟	CAI
بتقول عليه ايه بالانجليزى ؟	CAI
خليكس ماشي فى الممر ده ، هتلاقيه على الجنب اليمين .	CAI
عايزأأمن على ده .	CAI
صباح الخير . مكتب الإستقبال . ممكن اساعدك ؟	CAI
تمام ، اتفضل لو سمحت .	CAI
لو سمحت ادينى تلاتة اتنين ستة اتنين تسعة واحد تمانية .	CAI
اه ، احنا فى خدمتك من سبعة .	CAI
لو سمحت اتمدد هنا .	CAI
يمكن لسه هيبان .	CAI
لو سمحت ادخل شمال التقاطع الجاي .	CAI
فيه خدمة أتوبيسات لمتحف فورد ؟	CAI
اه . إسمك ورقم الأوضة ، لو سمحت .	CAI
ياخد أد إيه وقت عشان يوصل اليابان بالبريد الجوى ؟	CAI
اوكيه . أشوفك الساعة اتنين يوم الحد .	CAI
عايز أروح تورونتو من نيويورك .	CAI
السوستة مكسورة . عندك زيها تانى ؟	CAI
ده متوسخ شوية .	CAI
عندك منه أخضر أغمق ؟	CAI
ممكن شوكة تانية ؟	CAI
شكرا جدا على لطفك .	CAI
اسف ، احنا مبنبعش تذاكرمسرح .	CAI
عايز أشوف ده .	CAI
ياه ، ده حلو أوي . لازم أعمل إيه ؟	CAI
لو سمحت غيرلى الكرسى بتاعى .	CAI
عندك جمبرى حلو أوى النهارة .	CAI
بيفضل فاتح لحد امتى ؟	CAI
مدخن ولا مش مدخن ؟	CAI
ده غالى اوى عليا . مش ممكن تنزله شوية ؟	CAI
أنا ماحجزتش .	CAI
عشان الصيف فى اليابان حر أوى ، وإحنا ماكنش عندنا تكييف زمان .	CAI
ممكن تطلبلى تاكسى بكرة الصبح الساعة تمانية ؟	CAI
ده شرير .	CAI
ليه منستناش الأتوبيس تحت التندة ؟	CAI
تعالا ، كينجي . خليني أفرجك ع المكتب .	CAI
اه ، فاتح من تسعة ل تسعة .	CAI
الركود الاقتصادي أثر أزاى على التجارة ؟	CAI
أنا عندى معاد تانى .	CAI
ممكن آخد خريطة بالشوارع الرئيسية في البلد ؟	CAI
مش فاهم شرحك .	CAI
لازم تعمل تواصل . روح بوسطن .	CAI
فين أحسن مكان للسياحة ؟	CAI
ده يستحمل ؟	CAI
أنا بسطت نفسي جدا .	CAI
طيب ، عايزة يكون عندي وش اصغر زي جوليا روبرتس .	CAI
ممكن تأخذ ده ، لو سمحت ؟	CAI
المسافرين على خطوط إي بي سي رحلة سبعة زيرو تلاتة لطوكيو من فضلكم اتحركوا لبوابة عشرين للاجراءات الحكومية .	CAI
فين موقف الأتوبيس بتاع بي ؟	CAI
فكة ، لو سمحت .	CAI
ممكن أطلب مرشد بيتكلم ياباني ؟	CAI
تحب إني آخد صورتك ؟	CAI
أنا ماكلتش الطبق ده قبل كدة .	CAI
أنا عورت صباعي . فيه مطهر ؟	CAI
ممكن آلاقي طابع من اللي بخمسة وتسعين سنت ؟	CAI
حكون هنا ع الساعة تمانية إلا ربع .	CAI
عايز شوية برفان .	CAI
ممكن آخد جدول زمني ؟	CAI
هو فندق هيلتون بعيد عن هنا ؟	CAI
أنا متأكد إني حطيتها في شنطتي .	CAI
ارفع إيدك .	CAI
هو فيه مطعم تقدر تدلني عليه قريب من هنا ؟	CAI
بتحب إيه أكتر ، فاتح ولا غامق ؟	CAI
ممكن تقولي إحنا طايرين على فين ؟	CAI
تذكرة مواصلة ، لو سمحت .	CAI
فين ممكن ألاقي مكان جميل لرحلة لمدة يوم احد ؟	CAI
أنا عايز شنطة كيلي الحمرا بنفس النظام ده .	CAI
لسه بتعمل في الجدول الزمني ده ؟	CAI
البنك بيفتح إمتى ؟	CAI
حاسس إني تعبان .	CAI
أنا مرتبك . عندك مانع ترسم لي خريطة ؟	CAI
هو لازم آجي المستشفى كل يوم ؟	CAI
معدتي بتوجعني .	CAI
رسوم البريد قد إيه عشان أبعت الجواب ده لليابان ؟	CAI
عاوز كاس نبيذ جاف .	CAI
محتاج حد ياخدك من المطار ؟	CAI
من تلاتين ألف ين .	CAI
منين أقدر أشتري شريحة تليفون ؟	CAI
هو ممكن أرجعه في مدينة مختلفة ؟	CAI
لو سمحت خلي التوب أطول سنه .	CAI
إنت محتاج تشوف أخصائي .	CAI
